,0
179,O=C1C=CC(c2ccccc2)N1c1ccc2[nH]cnc2c1
180,O=C1C=CC(c2ccccc2)N1
181,O=C1C=CC(c2ccc(-c3ccccn3)cc2)N1c1ccc2[nH]cnc2c1
182,O=C1C=CC(c2ccc(-c3ccccn3)cc2)N1
183,c1ccc(-c2ccccn2)cc1
184,c1ccncc1
185,O=C1C=CC(c2ccc3nonc3c2)N1c1ccc2[nH]cnc2c1
186,O=C1C=CC(c2ccc3nonc3c2)N1
187,c1ccc2nonc2c1
188,O=C1C=C(c2ccccc2)C(c2ccc3ccccc3n2)N1c1ccc2[nH]cnc2c1
189,O=C1C=C(c2ccccc2)C(c2ccc3ccccc3n2)N1
190,O=C1C=C(c2c[nH]c3ccccc23)C(c2cnc3ccccc3c2)N1c1ccc2[nH]cnc2c1
191,O=C1C=CC(c2cnc3ccccc3c2)N1c1ccc2[nH]cnc2c1
192,O=C1C=CC(c2cnc3ccccc3c2)N1
193,O=C1C=C(c2c[nH]c3ccccc23)CN1c1ccc2[nH]cnc2c1
194,O=C1C=C(c2c[nH]c3ccccc23)CN1
195,O=C1C=C(c2c[nH]c3ccccc23)C(c2cnc3ccccc3c2)N1
196,O=C(C1=CC(=O)N(c2ccc3[nH]cnc3c2)C1c1ccc2nonc2c1)C1CC1
197,O=C1C=C(C(=O)C2CC2)C(c2ccc3nonc3c2)N1
198,O=C1C=C(c2ccccc2)C(c2ccccc2)N1c1ccc2[nH]cnc2c1
199,O=C1C=C(c2ccccc2)C(c2ccccc2)N1
200,O=C(C1=CC(=O)N(c2ccc3[nH]cnc3c2)C1c1ccc2ccccc2n1)C1CC1
201,O=C1C=C(C(=O)C2CC2)C(c2ccc3ccccc3n2)N1
202,O=C1C=C(c2c[nH]c3ccccc23)C(c2ccc3nsnc3c2)N1c1ccc2[nH]cnc2c1
203,O=C1C=C(c2c[nH]c3ccccc23)C(c2ccc3nsnc3c2)N1
204,O=C1NCC(c2ccccc2)N1c1ccc2[nH]cnc2c1
205,O=C1NCCN1c1ccc2[nH]cnc2c1
206,O=C1NCCN1
207,O=C1NCC(c2ccccc2)N1
208,O=C(C1=CC(=O)N(c2ccc3[nH]cnc3c2)C1c1ccccc1)c1ccccc1
209,O=C(C1=CC(=O)N(c2ccc3[nH]cnc3c2)C1)c1ccccc1
210,O=C1C=C(C(=O)c2ccccc2)CN1
211,O=C1C=C(C(=O)c2ccccc2)C(c2ccccc2)N1
212,O=C(C1=CC(=O)N(c2ccc3[nH]cnc3c2)C1c1ccccc1)C1CC1
213,O=C1C=C(C(=O)C2CC2)C(c2ccccc2)N1
214,O=C1C=C(c2c[nH]c3ccccc23)C(c2ccc3nonc3c2)N1c1ccc2[nH]cnc2c1
215,O=C1C=C(c2c[nH]c3ccccc23)C(c2ccc3nonc3c2)N1
216,O=C1C=CC(c2coc3ccccc3c2=O)N1c1ccc2[nH]cnc2c1
217,O=C1C=CC(c2coc3ccccc3c2=O)N1
218,c1ccc(SCc2nnc(-c3ccc4[nH]cnc4c3)s2)cc1
219,c1nc2cc(-c3nncs3)ccc2[nH]1
220,c1nncs1
221,c1ccc(SCc2nncs2)cc1
